"id","profileName","text","date","title","rating","images","helpful","Configuration"
"R2D90YO8GAICFG","Anil A.","Absolutely great!","Reviewed in India on 16 June 2021","Great",5,"",0,"Fire TV Stick"
"RC3TDEMJDXH9H","Hemal","Superb","Reviewed in India on 9 September 2021","Nice",5,"",0,"Fire TV Stick"
"R1X5J1XWE1O4OA","Vijay.",,"Reviewed in India on 30 July 2021","Best Product...",5,"https://m.media-amazon.com/images/I/C1HgmOLPhfS.jpg",0,"Fire TV Stick"
"RGHCBK5YKOAEY","Akhil","NA","Reviewed in India on 9 June 2021","Fair Product",4,"",0,"Fire TV Stick"
"R3062D4UHMMZ6Z","KANHAIYA LAL YADAV","Amazing product","Reviewed in India on 28 June 2021","Nice",5,"",0,"Fire TV Stick"
"R1BT8OXIVXVA7E","Mayur Boraste","Good","Reviewed in India on 20 September 2021","Could be better",4,"",0,"Fire TV Stick"
"R35PD8Q2Y2KD9S","Anoop Singh","Very good ☺️😌","Reviewed in India on 3 September 2021","Nice product",5,"",0,"Fire TV Stick"
"R1ZR8XIHH9T746","Swarnam Mone","Dislike","Reviewed in India on 25 October 2021","No working",1,"",0,"Fire TV Stick"
"R4DORTPN6KQQX","MANISH KANODIA","Very good product and quality","Reviewed in India on 9 May 2021","Very good product",5,"",0,"Fire TV Stick"
"R10IQ5JE1XBS0Y","Naveen Agrawal","Very good quality","Reviewed in India on 9 August 2021","Best one",5,"",0,"Fire TV Stick"
"R3E9Z8YH5WC49A","Jagadeesh","Liked...","Reviewed in India on 16 August 2021","Good one",4,"",0,"Fire TV Stick"
"RP4YGKTNRGZYS","Nirav vora","Charger is not working","Reviewed in India on 30 June 2021","Charger has stopped working",5,"",0,"Fire TV Stick"
"RGYTV9EW4MPOV","AMIT SEHRAWAT ","Good","Reviewed in India on 14 September 2021","Good",5,"",0,"Fire TV Stick"
"R3BFUWVXEUIUXX","riyaz","Mobile cast","Reviewed in India on 21 September 2021","Prime video free for 15 days",2,"",0,"Fire TV Stick"
"R1OFLJPY2QY43W","Henil","This is so legy modal","Reviewed in India on 6 July 2021","Legy problem",1,"",0,"Fire TV Stick"
"R4SPN1BJJA1UW","utsavarora37","Nice","Reviewed in India on 14 May 2021","Perfect fire tv stick",5,"",0,"Fire TV Stick"
"R1UUO7HL8IT6UV","Amazon Customer","Nice product","Reviewed in India on 12 September 2021","Superb product",5,"",0,"Fire TV Stick"
"R6HPNHTK3VX3H","Naveen Kumar majigoudar","Super","Reviewed in India on 4 November 2021","Super",1,"https://m.media-amazon.com/images/I/7180Mjt7TyL.jpg
https://m.media-amazon.com/images/I/71rYt04oT+L.jpg",0,"Fire TV Stick"
"R2DYO7316MTYN1","Narendar methuku","Its not working","Reviewed in India on 18 August 2021","Not working",1,"",0,"Fire TV Stick"
"R230Z5UOH50PR2","Rajnish","Awesome","Reviewed in India on 18 August 2021","Wonderful",5,"",0,"Fire TV Stick"
"R1LBF1LCMM62AU","sivaneshkumar","I really like it","Reviewed in India on 10 August 2021","Awesome",5,"",0,"Fire TV Stick"
"RELNT9FZ60YW1","Sai charan","Vey nice","Reviewed in India on 10 August 2021","Vey nice",3,"",0,"Fire TV Stick"
"R1LOFGNDOUMVVV","Kiran","Excellent Product","Reviewed in India on 2 August 2021","Nice Product",5,"",0,"Fire TV Stick"
"R2FAPNWAG7REQA","Dheeraj","Good Product","Reviewed in India on 9 September 2021","Good Product",5,"",0,"Fire TV Stick"
"RTOMICXFHGQZU","siva bondada","Excellent product","Reviewed in India on 29 May 2021","Excellent",5,"",0,"Fire TV Stick"
"R151BY56ZX7A6D","Hemant","Very good product","Reviewed in India on 30 July 2021","In budget",5,"",0,"Fire TV Stick"
"R2S7WVEMRJS7PF","Ramesh narani","Nice Quality","Reviewed in India on 4 September 2021","Nice quality",4,"",0,"Fire TV Stick"
"R1JPJIYW826A2F","Raj",,"Reviewed in India on 26 November 2021","🔥 TV Stick",5,"https://m.media-amazon.com/images/I/71-dHHZ+DSL.jpg
https://m.media-amazon.com/images/I/81KY0AmKmzL.jpg",0,"Fire TV Stick"
"R1Y4U4UKCEH7DN","Tushar choudhary","Best device","Reviewed in India on 12 July 2021","Best product",5,"",0,"Fire TV Stick"
"R1JII5IPYZ81NT","Poonam B.","Superb Product..👌","Reviewed in India on 16 July 2021","Immediate access!",5,"",0,"Fire TV Stick"
"R32G77O5SHZBZ3","Pawan chaudhari","Most useful for smart tv","Reviewed in India on 30 May 2021","Best",5,"",0,"Fire TV Stick"
"R3NF4JMY3V080Q","sana naaz",,"Reviewed in India on 21 November 2021","4 mahine main hi kharab hogya aur ab replace bhi nhai kar rahe",1,"https://m.media-amazon.com/images/I/81Aixllc72L.jpg",0,"Fire TV Stick"
"R1RFTIHDMTMC7D","Poornima","Dislike","Reviewed in India on 6 October 2021","Not working",1,"",0,"Fire TV Stick"
"RF07P1L4F0Q46","Amit Singh","Like","Reviewed in India on 12 June 2021","New look n features are simply awesome👍",4,"",0,"Fire TV Stick"
"R38J8Q2GIA3Z44","Amazon Customer","Not working properly","Reviewed in India on 27 June 2021","Not working properly",1,"",0,"Fire TV Stick"
"R3PEUIUC5DAEJ8","Harinder Singh","Good product","Reviewed in India on 27 August 2021","Good product",5,"",0,"Fire TV Stick"
"R2Q31A74P6BAOG","Anjali Gupta","Best of luck","Reviewed in India on 26 August 2021","Best 😂",5,"https://m.media-amazon.com/images/I/C1GSg+KpvTS.jpg",0,"Fire TV Stick"
"R1IC4RCV4I8UC","MUSTAFA FAZLY","BEST FIRE STICK","Reviewed in India on 3 August 2021","Product was nice n connectivity is very fast n excellent n clearity also there",5,"https://m.media-amazon.com/images/I/91+3PJlZZcL.jpg
https://m.media-amazon.com/images/I/91Ny6HJjLWL.jpg",0,"Fire TV Stick"
"R2QBVCW9ES603H","sandip sing","Its extraordinary","Reviewed in India on 17 July 2021","Mind-blowing",5,"",0,"Fire TV Stick"
"R1E89T4ON4PIT5","sameer","Best","Reviewed in India on 24 August 2021","Best streaming device",5,"",0,"Fire TV Stick"
"R6UQZX5NCAV96","prabhu kumar","Sony tv","Reviewed in India on 30 September 2021","Using with mobile data",5,"",0,"Fire TV Stick"
"R2OPEZMMXFY3I1","Kamaleswari","Super duper","Reviewed in India on 29 June 2021","Really worthy",5,"",0,"Fire TV Stick"
"RQYYOMIZT8TDF","Rukhsar","Good","Reviewed in India on 21 June 2021","Nice",4,"",0,"Fire TV Stick"
"R2O8ZJPHIFU1J0","Jayveer","Good work","Reviewed in India on 12 September 2021","Excellent work",5,"",0,"Fire TV Stick"
"R2HGJEPL2OL8P4","Amazon Customer","Nice","Reviewed in India on 19 August 2021","Good",5,"",0,"Fire TV Stick"
"R22EX9QQO8DVL3","Satvir Singh","Like","Reviewed in India on 19 August 2021","Very good product",4,"",0,"Fire TV Stick"
"R87845SEWY2XP","Shaik Mahamamad Feroz","Excellent picture quality","Reviewed in India on 9 May 2021","Great product",5,"",0,"Fire TV Stick"
"R3C68K1KIEOG6E","Asir","Very good","Reviewed in India on 8 September 2021","Happy",4,"",0,"Fire TV Stick"
"R5TF94AZFSPC9","Uday Kumar","Fantastic","Reviewed in India on 8 September 2021","Fantastic",5,"",0,"Fire TV Stick"
"R7TEBVK7MBK0","Nanhe Lal Saroj","Good","Reviewed in India on 16 August 2021","Good",5,"",0,"Fire TV Stick"
"R33XLTNBR0J86R","Keshav gill","Aill I love","Reviewed in India on 22 August 2021","Good 😌",5,"",0,"Fire TV Stick"
"R1PFHJ60ELB100","Tanesh Rao",,"Reviewed in India on 6 November 2021","I want return the item",1,"https://m.media-amazon.com/images/I/71Rs9WW76aL.jpg",0,"Fire TV Stick"
"R2OE6KE3DPWKJK","Yogesh","Nice","Reviewed in India on 14 August 2021","Nice",4,"",0,"Fire TV Stick"
"R2I6B42O3IAV3H","Eswar B","NA","Reviewed in India on 28 August 2021","Nice product",5,"",0,"Fire TV Stick"
"R2ODYPFJ95ZU8S","Bhuvana","Very good 😛","Reviewed in India on 13 June 2021","Good stream and voice. But volume is not a very good but it's a average",5,"",0,"Fire TV Stick"
"R2DNUVY5RTM1MQ","Sonu","Gud","Reviewed in India on 21 August 2021","All is gud but video quality is high so net use very fast",5,"",0,"Fire TV Stick"
"R26APW4ENIHS90","KPKSARAVANAN","GOOD","Reviewed in India on 13 June 2021","GOOD",5,"",0,"Fire TV Stick"
"R1RJ0GEA897S2","pankaj handa","Sound problem","Reviewed in India on 1 August 2021","Sound problems",1,"",0,"Fire TV Stick"
"R2DMHAUWBZOGVG","Satnaam","Good product","Reviewed in India on 7 June 2021","Good product",5,"",0,"Fire TV Stick"
"R3U2FALPK6G4FH","GLEN XAVIER","Very good","Reviewed in India on 1 July 2021","Glen Xavier",5,"",0,"Fire TV Stick"
"RAJM730A2T7Q5","RIYAZ REHMAN SHAIKH","Very well","Reviewed in India on 31 August 2021","Good",5,"",0,"Fire TV Stick"
"R31U93INPB84S","Pravesh Mishra","Yeb","Reviewed in India on 16 August 2021","Good",4,"",0,"Fire TV Stick"
"RQONUKGDYN0HU","Manikanta Swamy","Good","Reviewed in India on 6 October 2021","Good",5,"",0,"Fire TV Stick"
"RFF8N19ITBRDL","denis bharti","Hanging","Reviewed in India on 12 September 2021","Hanging",1,"",0,"Fire TV Stick"
"R2QHQSI7O2TEBI","daljit","All gud","Reviewed in India on 10 September 2021","Wonderful experience",5,"",0,"Fire TV Stick"
"R2Z13VKRTLF69N","Ravinder singh ""monu polka ""","Ultimate","Reviewed in India on 1 July 2021","Ultimate",5,"",0,"Fire TV Stick"
"R10H993LFQV9QD","Amazon Customer",,"Reviewed in India on 22 October 2021","Doesn’t pair pls help",1,"https://m.media-amazon.com/images/I/81j7VowZ1uL.jpg",0,"Fire TV Stick"
"R1X200MSSK4SIF","Nandini","I like it","Reviewed in India on 20 August 2021","Best quality products",5,"",0,"Fire TV Stick"
"R1VK5Y1QEJYLJV","Pankaj Dhiman","Awsm","Reviewed in India on 28 July 2021","Awsm product",5,"",0,"Fire TV Stick"
"R21VVXHAL0UG51","Priyanka Varghese","👍👍👍","Reviewed in India on 9 September 2021","Super",5,"",0,"Fire TV Stick"
"RZ4VMBBK1HD70","Amol Bait","Good product","Reviewed in India on 23 July 2021","👌",5,"",0,"Fire TV Stick"
"R37VYB5H8U8LWC","Tanishk","Good","Reviewed in India on 22 September 2021","Good",5,"",0,"Fire TV Stick"
"R9F7G8E3TZZV7","preeti","Amazing","Reviewed in India on 29 June 2021","Amazing",4,"",0,"Fire TV Stick"
"R2V6XWYXTU5NW0","Raju","awesome","Reviewed in India on 28 June 2021","awesome",5,"",0,"Fire TV Stick"
"R27C7DKNNVBRSN","SURENDRA SINGH GOUR","Wow","Reviewed in India on 24 September 2021","Very genuine product",5,"",0,"Fire TV Stick"
"R1ACBOJQXYHUM4","Pankaj Charola","NA","Reviewed in India on 1 October 2021","Absolutely Wonderful Product ❤️💯",5,"",0,"Fire TV Stick"
"R7SA6IQ2TDTA","Chetan Jivani","Great Product","Reviewed in India on 8 May 2021","Great Product",5,"",0,"Fire TV Stick"
"R5TDOICW6CAQT","Amazon Customer",,"Reviewed in India on 7 August 2021","Amazon firistick good product smart tv",5,"https://m.media-amazon.com/images/I/B12ZIwCWWzS.jpg",0,"Fire TV Stick"
"R2YQSDHESJV96","Amazon Customer","Nice it's to good","Reviewed in India on 6 June 2021","Free tv",4,"",0,"Fire TV Stick"
"R1CH8RX2VIRWVX","Alok kumar mahere","Nice","Reviewed in India on 13 September 2021","Nice product",5,"",0,"Fire TV Stick"
"R2VAX9Z9LC3CKM","Balaji","Good","Reviewed in India on 13 July 2021","Good",5,"",0,"Fire TV Stick"
"R3BTDDS7V0AHLY","Basant","Good","Reviewed in India on 11 May 2021","GOOD",4,"",0,"Fire TV Stick"
"R3KM4RLKZPTK69","Aditya vardhan","Cool","Reviewed in India on 10 September 2021","Nice and 😎",5,"",0,"Fire TV Stick"
"RDJ5C20RUD59V","Ali Rizvi","Worst product","Reviewed in India on 2 July 2021","You can not download your fav. App from google play store",1,"",0,"Fire TV Stick"
"R1V2ZLW3TXL3S1","sanjay","nice","Reviewed in India on 8 September 2021","nice",5,"",0,"Fire TV Stick"
"R19PY2JM3HGQHB","avinashroyal",,"Reviewed in India on 1 August 2021","The product is good. would've been better if they had added AV button in the remote",3,"https://m.media-amazon.com/images/I/C1cj4WBY7HS.jpg",0,"Fire TV Stick"
"R19SVZCR3W1US6","KAMPARA KUMAR","I like this product","Reviewed in India on 15 May 2021","3rd Generation (Latest Fire Stick)",5,"",0,"Fire TV Stick"
"R17217PYHQDE2J","Kapardhi","Awesome 🔥🔥","Reviewed in India on 8 July 2021","Amazing 😍😍",5,"",0,"Fire TV Stick"
"R2LNQ1AXYOI4UM","Ebenezer Babu Rajan","Super","Reviewed in India on 29 June 2021","Good experience",5,"",0,"Fire TV Stick"
"R1CPG7FDXN1XXS","PRASHANT MISHRA","Awesome....","Reviewed in India on 14 July 2021","Simply Awesome...",5,"",0,"Fire TV Stick"
"R2AV4JX32QYWSR","Steve dsouza","Very good","Reviewed in India on 29 July 2021","Good quality",5,"",0,"Fire TV Stick"
"R3E0VHUXAFN72B","Adhyayan Gupta","Good","Reviewed in India on 5 May 2021","Good Product",5,"",0,"Fire TV Stick"
"R1Y3HP08TYI5VU","preetam gupta","Nice product....","Reviewed in India on 3 June 2021","Best quality product",5,"https://images-na.ssl-images-amazon.com/images/I/B1tZyy-EtfS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1wAJ222eIS.jpg",0,"Fire TV Stick"
"R2I7W9F0RBIQPM","Hassan","Just aswome..","Reviewed in India on 25 June 2021","Superb product...",5,"",0,"Fire TV Stick"
"R15QYVMIQZ7WXX","ashish","Bed speed","Reviewed in India on 25 July 2021","Bed speed",1,"",0,"Fire TV Stick"
"RAGZANKF7MKSR","Kanakaiah Karre","Dislike","Reviewed in India on 9 August 2021","Third party apps are not allowed",3,"",0,"Fire TV Stick"
"R2MFYZSX19XXSM","Tushar Dalvi","Very good","Reviewed in India on 23 July 2021","Great experience",5,"",0,"Fire TV Stick"
"R2YEN303M8ZI8H","Devanshu kumar","Good","Reviewed in India on 30 August 2021","Good",4,"",0,"Fire TV Stick"
"R1QHOO0HF2HWI","Mehtab Katyal","Remote missing","Reviewed in India on 11 June 2021","The remote is missing. Tried reaching amazon.",1,"",0,"Fire TV Stick"
"R1HDKYPWCZHK61","Nagesh Volety","Superb","Reviewed in India on 9 June 2021","Epic product",5,"",0,"Fire TV Stick"
"R3SPJ211NFUFF9","Udit Mishra","Suparb","Reviewed in India on 8 June 2021","शानदार, जबरदस्त",5,"https://images-na.ssl-images-amazon.com/images/I/B1ktgOGU8PS.jpg",0,"Fire TV Stick"
"RN09CI5HS26HS","rajesh agarwal","Good","Reviewed in India on 22 June 2021","Very good",5,"",0,"Fire TV Stick"
"R2ZBEU555SJ71R","Vi$Hal","Fabulous Product;)","Reviewed in India on 5 May 2021","THE ALL NEW 🔥stick",5,"",0,"Fire TV Stick"
"R2EHCZ5GD87520","Kunwar Adnan Khan","Awesome","Reviewed in India on 27 July 2021","Amazing",5,"",0,"Fire TV Stick"
"R29VBW7LWV1SS0","Krishna Teja Grandhi","Quality streaming","Reviewed in India on 10 May 2021","Worthy",5,"",0,"Fire TV Stick"
"RR7V0D1CY03KI","Gurucharan Singh","Good Product","Reviewed in India on 15 June 2021","Good Products",5,"",0,"Fire TV Stick"
"RYYXCQ1XQ87OE","rajesh ranka","Like","Reviewed in India on 16 August 2021","Super",4,"",0,"Fire TV Stick"
"R1TLX6E2ZUSHUI","Mohamed beer","Good","Reviewed in India on 13 June 2021","It's very good then good product, good metiriyal",5,"",0,"Fire TV Stick"
"R2EQTVO9ERMZ8J","Ramanathan Madhira","Very good","Reviewed in India on 4 July 2021","Excellent",5,"",0,"Fire TV Stick"
"R19OTKDKYU2JJM","Ramesh bs","Very good","Reviewed in India on 3 May 2021","December viviv",5,"",0,"Fire TV Stick"
"R1X7I49NOJGI6Y","Ashad Augustine","Good","Reviewed in India on 9 August 2021","Good",5,"",0,"Fire TV Stick"
"R2N8QA1AGJ28E1","Devansh Jaiswal","Verry good","Reviewed in India on 24 June 2021","Very good",5,"",0,"Fire TV Stick"
"R125U8GLQHWONB","Biveesh","Good.","Reviewed in India on 1 August 2021","Good.",4,"",0,"Fire TV Stick"
"RGWUKE1MTW4O0","Chetan",,"Reviewed in India on 30 August 2021","Very Good",5,"https://m.media-amazon.com/images/I/B1MPVIx+FmS.jpg",0,"Fire TV Stick"
"R1V3JS9G0L89RU","Vinod B",,"Reviewed in India on 27 June 2021","Super",5,"https://images-na.ssl-images-amazon.com/images/I/D1c16l-u2lS.jpg",0,"Fire TV Stick"
"R2K2TRV6YYA9L","Thejaswi Udupa",,"Reviewed in India on 26 August 2021","Sony LIV says unavailable to download. :/",1,"https://m.media-amazon.com/images/I/A1uD5GSuoXL.jpg",0,"Fire TV Stick"
"R2OMUYB3OOWZBZ","Shobit sharma","Sup","Reviewed in India on 9 August 2021","Nice",5,"",0,"Fire TV Stick"
"R805QKXKQOUAV","RAM H CHIMBAIKAR","Excellent","Reviewed in India on 22 June 2021","Excellent",5,"",0,"Fire TV Stick"
"R1KQQ5U492POML","vadlamudi venkatesh","Like","Reviewed in India on 31 July 2021","Best to use fire tv",5,"",0,"Fire TV Stick"
"R25V1LAMXZYOMP","jitendra singh","Nice","Reviewed in India on 29 July 2021","Very good",5,"",0,"Fire TV Stick"
"R31APTOKFWKOZL","Archishman","Good","Reviewed in India on 27 July 2021","Very good",5,"",0,"Fire TV Stick"
"RO0TMG04WPFV4","amit","Good","Reviewed in India on 26 July 2021","Good product",5,"",0,"Fire TV Stick"
"RKJ3MWZEN420K","Bhavya kathuria","Lol","Reviewed in India on 1 August 2021","Lol",2,"",0,"Fire TV Stick"
"R3JODT68HY6RPY","Ganesh Shimpi",,"Reviewed in India on 16 August 2021","Best products for Amazon",5,"https://m.media-amazon.com/images/I/B1KxaBKKR0S.jpg",0,"Fire TV Stick"
"R37TLE5B3BLDD3","Jhanavi Varshini Harsha M","Superb","Reviewed in India on 8 July 2021","Stream Quality is good",5,"",0,"Fire TV Stick"
"R3HSI7KY8IFWJ5","Rakesh Y.",,"Reviewed in India on 13 August 2021","Excellent  product",5,"https://m.media-amazon.com/images/I/C1xufRMsoAS.jpg",0,"Fire TV Stick"
"R62F4G6S3DEV4","Mahaveer Devanda",,"Reviewed in India on 13 June 2021","Small and good product to make tv smart.",5,"https://images-na.ssl-images-amazon.com/images/I/C1XKcsHAXoS.jpg",0,"Fire TV Stick"
"R21ATCTBSW35J2","Kavitha","Good","Reviewed in India on 19 July 2021","Very good",5,"",0,"Fire TV Stick"
"R32P0XI2XEYTD1","Rajat Gupta",,"Reviewed in India on 9 June 2021","Different product can't connects to my tv",1,"https://images-na.ssl-images-amazon.com/images/I/B13u-Pg522S.jpg",0,"Fire TV Stick"
"R2R7BWJFD19NG5","Aravind IniyanPillai","Liked","Reviewed in India on 6 July 2021","How do i enable the volume control option with firestick 3rd gen?",5,"",0,"Fire TV Stick"
"R1U2WP1KW9G7Z8","Harsh Yadav",,"Reviewed in India on 4 August 2021","Its really nice product",5,"https://m.media-amazon.com/images/I/B1ylbSTad5S.jpg",0,"Fire TV Stick"
"R25Y3SBBAHMXQP","karan roy","Nice.","Reviewed in India on 3 July 2021","Best.",4,"",0,"Fire TV Stick"
"R390Q4DUT9Z3WO","JITENDRA KUMAR YADAV",,"Reviewed in India on 29 July 2021","Fast Access",5,"https://m.media-amazon.com/images/I/B11TM+O0LkS.jpg",0,"Fire TV Stick"
"RB3UTGGL2T2D2","Aakash Kumar Sahu","Nothing","Reviewed in India on 12 June 2021","Order got delievered on time!!!",5,"",0,"Fire TV Stick"
"R717KTNQ4TAUU","ykrao","Good","Reviewed in India on 5 July 2021","Good",5,"",0,"Fire TV Stick"
"RA4S79QPEHH9V","Bharath",,"Reviewed in India on 27 July 2021","Power and volume button not working... Pls suggest some solution... Otherwise Product Is good",3,"https://m.media-amazon.com/images/I/C1BJIpRgEPS.jpg
https://m.media-amazon.com/images/I/C1bg+f6ThmS.jpg",0,"Fire TV Stick"
"R8UIOQQZJ3MRE","StanleyMohan","Nice","Reviewed in India on 2 July 2021","Nice",5,"",0,"Fire TV Stick"
"R1XMSZY4JDDXX6","Jagdeep Singh","Nice","Reviewed in India on 27 June 2021","B",5,"",0,"Fire TV Stick"
"R2GR52Y3ZBIMMR","pooja Tokas","Good","Reviewed in India on 26 June 2021","Very good",1,"",0,"Fire TV Stick"
"R2A7YQK6R5AEJQ","Sonam lamba","Good","Reviewed in India on 26 June 2021","Good",5,"",0,"Fire TV Stick"
"R25Z1CLM8A47O6","Aashiq","Good","Reviewed in India on 12 June 2021","Good product",5,"",0,"Fire TV Stick"
"R1I3PG22P9AEEZ","Hussain","Good","Reviewed in India on 8 June 2021","Fire tv stick",5,"",0,"Fire TV Stick"
"R3UA75NKQDD2D4","Mandeep Singh","Good","Reviewed in India on 8 June 2021","Overall fantastic",5,"",0,"Fire TV Stick"
"R1O0SOC0P7A49N","Amazon Customer","Good","Reviewed in India on 6 June 2021","Awesome",5,"",0,"Fire TV Stick"
"R1YO3NGOC2LPAL","MOHD ASLAM","Ok","Reviewed in India on 16 June 2021","Ok",1,"",0,"Fire TV Stick"
"R314U6S4X8SU29","Amazon Customer","Good","Reviewed in India on 29 May 2021","Product is good",4,"",0,"Fire TV Stick"
"R14TPMZ0EPRRA3","RAJESH MALHOTRA","See","Reviewed in India on 5 June 2021","Nice",5,"",0,"Fire TV Stick"
"R1KRQ0A9KBYRK9","Lalit","Nice","Reviewed in India on 28 May 2021","Good",4,"",0,"Fire TV Stick"
"R1S6LGVW98RB7","Krishna bundela","❤️","Reviewed in India on 11 June 2021","Very useful ☺️ ❤️",5,"https://images-na.ssl-images-amazon.com/images/I/B1PRvj5oZuS.jpg",0,"Fire TV Stick"
"R3JP4IQ3568TOV","Nagamani","Nice","Reviewed in India on 26 May 2021","Best quality product from amazon",5,"",0,"Fire TV Stick"
"R209N072XBHQ14","gokul","Osm","Reviewed in India on 14 May 2021","Osm",5,"",0,"Fire TV Stick"
"RI9QEM0M25MBM","Faizaan Ali khan","💫","Reviewed in India on 10 May 2021","GOOD PRODUCT",5,"",0,"Fire TV Stick"
"RXJ9YGQ0MFH5J","Dharani kumar","I bought 2nd Gen fire tv stick.I found the hard way that for tv sticks work in Bluetooth for controlling the tv. The ir in the front is only for power on/off and volume controls.Issues:1. Bluetooth is power hungry, even new aaa battery goes out in 2 hours. ( So i created a habit of buying new batteries, use in fire tv and then use them in my other remotes.)2. I tried customer care they only tell to reset the remote everytime / or changeit battery, ya true. But actually remote eats up battery.3. Due to Bluetooth delay every press will hang up and get pressed randomly. Now with no options u keep the fire stick in store and buy a new Android tv with in built options and a infrared remote.That's what happened to me, hope this helps. If it happened to you try liking this review","Reviewed in India on 16 February 2022","It's a Bluetooth remote",1,"",1,"Fire TV Stick"
"R1AYLXM3C0L1Z0","Hemanth","I bought fire tv stick in May 2020 and it stopped working from June 2021. Customer care doesn't replace as warranty is only one year.I have to contact some 3rd party service centre and get it repaired myself and pay for it.Just the price of 4000 for 1 year of streaming services is not at all worth it.","Reviewed in India on 27 June 2021","Just stops working after 1 year",1,"","3","Fire TV Stick"
"R13HK6DWBOOI2L","Jaydeep M.R.","Please dont get this thing. I got an older model, and just around the time the warranty expired, it started showing problems. Daily disconnections, losing audio often, and the remote always says batteries are low. I can't even complain on the old generation device because it's been discontinued now. Can't get a replacement because the warranty just expired. Absolute waste of money.","Reviewed in India on 22 September 2021","Not worth the money",1,"","2","Fire TV Stick"
"R1U4YIGGOZBLA9","NK","Ordered this for 2399 on 1st day of prime day sale. The next day its price reduced to 2099 with coupons usage. I cancelled the previous order and ordered again. Not good to reduce price like that in just one day in same sale.1st good thing that I really liked is the black bars can be zoomed in from TV picture settings as it is an external device. So you can have full screen HD experience for all those YT,prime videos etc.. FYI if the apps are inbuilt in a smart TV, we cant zoom in like that.. 100 marks here as I always like to watch full screen without black bars.Coming to Alexa, its customized very well that even kids can use it. Bixby voice recognition in samsung smart TVs is one of the worst, it cant understand anything.Picture and Sound Clarity is amazing.All you need is good internet connection and you can forget about dish connections.","Reviewed in India on 2 August 2021","Elevated picture and sound clarity!!",5,"",1,"Fire TV Stick"
"RVY68M7UA8Z0U","Pradeep","Hello,I  bought firestick 2020 (2nd generation), recently software got updated after which its struck, frequent network disconnections and apps installation not working, So i called customer care, they told me to buy 3rd generation as you are using old one (2020 model, 2nd generation) which is software not supporting properly for your device, if any technical issues are there also no use to do repair, IF THIS IS THE CASE WE NEED TO BUY FIRESTICK EVERY 2 YEARS (after 1 year warranty expires) , INSTED OF BUYING THIS BETTER TO BUY SMART TV.","Reviewed in India on 4 August 2021","2nd Generation FireTV stick not working after software update, CC people ask me buy 3rd gen tv stick",1,"",1,"Fire TV Stick"
"R3IJZO3D7POFRZ","suhavi","Not much difference between 3rd gen and 2nd gen. Some keys have been changed that it. I had bought previous version with voice command for 2k in 2020 during prime day. @4k the price is a bit too high. Wait for prime day to get some better deals if you can wait","Reviewed in India on 9 July 2021","Good product. Wait for prime day for a good price",5,"","2","Fire TV Stick"
"RJ6QUX93KNSTM","Ramavtar Singh","I had purchased the firetv stick in 2019. Over the last one year, it started giving error ""No signal"" I tried the diagnosis as per amazon site. But nothing worked. Then I sent it to amazon CTDI. As per email from amazon repair team, the hardware of the amazon firetv stick is faulty and it could not be repaired. Rs 5000 got wasted, as the firetv stick didn't last even 2 years. Now amazon is offering to sell me refurbished firetv stick for Rs 1500 with just 3 months warranty. Prospective customers beware of purchasing firetv stick. I tried to upload screenshot of the email from amazon, but my review got rejected. I will post the review on other sites as well to warn customers, so that they don't lose money.","Reviewed in India on 2 August 2021","The manufacturing quality of the device is very poor. It didn't last even two years",1,"",1,"Fire TV Stick"
"R34RQ73V1C3YP3","G V R Reddy","It stopped working some days when I called Amazon guys called me for service but they told more than price of amazon fire stick if you give fire stick they code more price for service so that you can't afford when you leave same one they sell online as refurbished piece this is the strategy of amazon....","Reviewed in India on 7 June 2021","Stop working some days....",1,"","2","Fire TV Stick"
"R1HMF300MHSO2M","Maruthi N.","The installation and updates took time but the UI response and loading of apps is smooth . I got it a 2.4. This is a good price to buy in.  Please introduce a sale again. The voice recognition is not that great as an Google assist.  I have used Alexa products before and they are fast.  But it isn't great here. The buttons are a bit hard and I felt the battery cover slips off while using. If fixed will create even better experience","Reviewed in India on 30 July 2021","Good respose.",4,"",0,"Fire TV Stick"
"R7FBIO2Z65NBN","PRITAM","I am using the Android TV box for years for my primary TV and bought this product for my PC monitor.Compared to android its performance is a bit laggy, you must need an IR sensor to control audio which is deal breaking. No one would like to change their master volume :(Amazon Fire TV stick is just a skinned version of Android TV and nothing else (with extra restrictions).Pros -CheapEasy loginGood packaging and remote provides a premium feeling.Cons -Volume rockers and power buttons can control TV only no option to control playback volume/switch on/off TV Stick.Too expensive remote (if you need a replacement almost 50% of TV stick price).Difficult to pair my smart devices to Alexa (compared to google assistant)Laggy performance compared to the android box.","Reviewed in India on 5 December 2021","Did not stand expectations",3,"",0,"Fire TV Stick"
